OriginAirport,DestinationAirport,num_unique_flights,Distance,FlightFrequency,aircraft,dep_airport_name,dep_city,des_airport_name,des_city,Primary_Aircraft,EmissionsPerFlight,Total Fuel,TotalEmissions,Avg Passengers per Flight,Total Passengers Transported,OriginLat,OriginLong,DestLat,DestLong
EDJA,EDDM,16,121.65734540440096,21,"{'C525': 0.2857142857142857, 'C56X': 0.14285714285714285, 'C55B': 0.14285714285714285, 'E55P': 0.09523809523809523, 'GA6C': 0.09523809523809523}",Memmingen Allgau Airport,Memmingen,Munich Airport,Munich,C525,1491604.5399358547,31323695.33865295,98.98287727014333,33.75,708.75,47.9888000488,10.2395000458,48.353802,11.7861
EDFM,EDDG,16,301.62837839975936,16,"{'E55P': 0.5625, 'F2TH': 0.125, 'C525': 0.0625, 'C550': 0.0625, 'C510': 0.0625}",Mannheim-City Airport,Mannheim,Münster Osnabrück Airport,Munster,E55P,148743.60017426242,2379897.6027881987,7.520476424810709,69.42857142857143,1110.857142857143,49.473057,8.514167,52.134601593,7.68483018875
EDDW,EDDN,16,425.5303571357385,23,"{'LJ60': 0.34782608695652173, 'J328': 0.21739130434782608, 'E55P': 0.08695652173913043, 'B738': 0.08695652173913043, 'C425': 0.043478260869565216}",Bremen Airport,Bremen,Nuremberg Airport,Nuernberg,LJ60,2353601.605812553,54132836.933688715,171.05976471045634,24.0,552.0,53.0475006104,8.78666973114,49.498699,11.078056
EDDC,EDSB,16,483.51386857803186,16,"{'LJ35': 0.875, 'C525': 0.0625, 'C510': 0.0625}",Dresden Airport,Dresden,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,LJ35,2517327.2291324674,40277235.66611948,127.27606470493757,0.0,0.0,51.1328010559082,13.767200469970703,48.7793998718,8.08049964905
EDDW,EDFM,16,397.91121810215236,27,"{'E550': 0.25925925925925924, 'C56X': 0.18518518518518517, 'E55P': 0.18518518518518517, 'CL30': 0.1111111111111111, 'C525': 0.07407407407407407}",Bremen Airport,Bremen,Mannheim-City Airport,Mannheim,E550,2275529.373141359,61439293.0748167,194.14816611642078,49.090909090909086,1325.4545454545453,53.0475006104,8.78666973114,49.473057,8.514167
EDDC,EDDB,16,139.7010990137877,18,"{'A320': 0.16666666666666666, 'PRM1': 0.16666666666666666, 'C56X': 0.1111111111111111, 'C510': 0.1111111111111111, 'A319': 0.1111111111111111}",Dresden Airport,Dresden,Berlin-Schönefeld Airport,Berlin,A320,1542975.1877029056,27773553.3786523,87.76442867654127,62.999999999999986,1133.9999999999998,51.1328010559082,13.767200469970703,52.380001,13.5225
EDDM,EDHL,16,610.7353730611642,275,"{'D328': 0.44727272727272727, 'E75L': 0.23272727272727273, 'AT75': 0.22545454545454546, 'E75S': 0.03636363636363636, 'A320': 0.02909090909090909}",Munich Airport,Munich,Lübeck Blankensee Airport,Luebeck,D328,2875707.9782432774,790819694.0169013,2498.9902330934083,3.2359550561797756,889.8876404494383,48.353802,11.7861,53.8054008484,10.7192001343
EDDN,EDSB,16,232.2473891246882,16,"{'B738': 0.1875, 'PRM1': 0.1875, 'FA7X': 0.125, 'LJ35': 0.125, 'E135': 0.0625}",Nuremberg Airport,Nuernberg,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,B738,1778736.907329139,28459790.517266225,89.93293803456127,29.454545454545453,471.27272727272725,49.498699,11.078056,48.7793998718,8.08049964905
EDLN,EDXW,16,427.45824153902237,25,"{'E55P': 0.32, 'C525': 0.28, 'EA50': 0.12, 'C25A': 0.12, 'P180': 0.04}",Mönchengladbach Airport,Moenchengladbach,Westerland Sylt Airport,Westerland,E55P,186233.21765825117,4655830.44145628,14.712424195001844,39.272727272727266,981.8181818181816,51.230278,6.504444,54.9132003784,8.34047031403
EDDG,EDXW,16,311.9872330698074,16,"{'E55P': 0.5625, 'C25A': 0.1875, 'BE9L': 0.125, 'C68A': 0.0625, 'C56X': 0.0625}",Münster Osnabrück Airport,Munster,Westerland Sylt Airport,Westerland,E55P,151933.66052500004,2430938.5684000007,7.681765876144002,67.5,1080.0,52.134601593,7.68483018875,54.9132003784,8.34047031403
EDDV,EDXW,16,286.6626003846362,26,"{'C56X': 0.23076923076923078, 'C425': 0.23076923076923078, 'C560': 0.15384615384615385, 'C68A': 0.15384615384615385, 'C25A': 0.11538461538461539}",Hannover Airport,Hannover,Westerland Sylt Airport,Westerland,C56X,204198.4845760617,5309160.598977604,16.77694749276923,28.17391304347826,732.5217391304348,52.461101532,9.68507957458,54.9132003784,8.34047031403
EDDH,EDJA,16,627.5647608107435,22,"{'E55P': 0.18181818181818182, 'BE9L': 0.18181818181818182, 'BE20': 0.13636363636363635, 'C56X': 0.13636363636363635, 'EA50': 0.09090909090909091}",Hamburg Airport,Hamburg,Memmingen Allgau Airport,Memmingen,E55P,240195.37595786602,5284298.271073053,16.698382536590845,47.25,1039.5,53.630401611328,9.9882297515869,47.9888000488,10.2395000458
EDMA,EDDB,16,476.4639727051695,28,"{'PRM1': 0.21428571428571427, 'C25A': 0.17857142857142858, 'BE20': 0.10714285714285714, 'C25M': 0.07142857142857142, 'CL30': 0.07142857142857142}",Augsburg Airport,Augsburg,Berlin-Schönefeld Airport,Berlin,PRM1,2497433.67526393,69928142.90739004,220.97293158735255,0.0,0.0,48.425278,10.931667,52.380001,13.5225
EDVE,EDDM,15,449.47228661395883,17,"{'C55B': 0.17647058823529413, 'C56X': 0.17647058823529413, 'D328': 0.11764705882352941, 'FA7X': 0.11764705882352941, 'E55P': 0.058823529411764705}",Braunschweig-Wolfsburg Airport,Braunschweig,Munich Airport,Munich,C55B,2421234.811592262,41160991.79706845,130.0687340787363,39.272727272727266,667.6363636363635,52.319199,10.5561,48.353802,11.7861
EDHL,EDDM,15,610.7353730611642,246,"{'D328': 0.46747967479674796, 'AT75': 0.23170731707317074, 'E75L': 0.21951219512195122, 'A320': 0.036585365853658534, 'E75S': 0.016260162601626018}",Lübeck Blankensee Airport,Luebeck,Munich Airport,Munich,D328,2875707.9782432774,707424162.6478462,2235.460353967194,4.06694560669456,1000.4686192468617,53.8054008484,10.7192001343,48.353802,11.7861
EDDC,EDDH,15,377.93978129984174,19,"{'C525': 0.21052631578947367, 'E50P': 0.15789473684210525, 'C425': 0.10526315789473684, 'A319': 0.10526315789473684, 'A320': 0.05263157894736842}",Dresden Airport,Dresden,Hamburg Airport,Hamburg,C525,2219040.9764793855,42161778.55310833,133.23122022782232,27.0,513.0,51.1328010559082,13.767200469970703,53.630401611328,9.9882297515869
EDDK,EDDG,15,145.97732945152714,23,"{'A320': 0.2608695652173913, 'LJ35': 0.17391304347826086, 'PC24': 0.17391304347826086, 'C525': 0.08695652173913043, 'F2TH': 0.043478260869565216}",Cologne Bonn Airport,Cologne,Münster Osnabrück Airport,Munster,A320,1560838.1421002569,35899277.268305905,113.44171616784666,38.11764705882353,876.7058823529412,50.8658981323,7.1427397728,52.134601593,7.68483018875
EDDB,EDHL,15,245.24624556445275,15,"{'E55P': 0.26666666666666666, 'C525': 0.13333333333333333, 'PRM1': 0.13333333333333333, 'C56X': 0.13333333333333333, 'C25B': 0.06666666666666667}",Berlin-Schönefeld Airport,Berlin,Lübeck Blankensee Airport,Luebeck,E55P,131054.04121312275,1965810.6181968413,6.211961553502019,58.90909090909091,883.6363636363636,52.380001,13.5225,53.8054008484,10.7192001343
EDJA,EDDK,15,390.44559189371483,22,"{'F2TH': 0.18181818181818182, 'C25A': 0.18181818181818182, 'C25C': 0.13636363636363635, 'C25B': 0.13636363636363635, 'P180': 0.09090909090909091}",Memmingen Allgau Airport,Memmingen,Cologne Bonn Airport,Cologne,F2TH,2254416.518421346,49597163.40526961,156.72703636065197,0.0,0.0,47.9888000488,10.2395000458,50.8658981323,7.1427397728
EDLP,EDDK,15,132.07446422835906,21,"{'A320': 0.2857142857142857, 'LJ35': 0.19047619047619047, 'LJ45': 0.14285714285714285, 'C25C': 0.14285714285714285, 'F2TH': 0.09523809523809523}",Paderborn Lippstadt Airport,Paderborn,Cologne Bonn Airport,Cologne,A320,1521264.98786282,31946564.74511922,100.95114459457675,36.0,756.0,51.6141014099,8.616319656369999,50.8658981323,7.1427397728
EDDS,EDDG,15,398.1942935390753,30,"{'C25M': 0.3333333333333333, 'BE9L': 0.23333333333333334, 'C25C': 0.1, 'CL60': 0.06666666666666667, 'A332': 0.03333333333333333}",Stuttgart Airport,Stuttgart,Münster Osnabrück Airport,Munster,C25M,2276329.833831419,68289895.01494256,215.7960682472185,0.0,0.0,48.6898994446,9.22196006775,52.134601593,7.68483018875
EDDN,EDDV,15,343.51845471202944,20,"{'EA50': 0.25, 'C560': 0.1, 'B38M': 0.05, 'C55B': 0.05, 'LJ60': 0.05}",Nuremberg Airport,Nuernberg,Hannover Airport,Hannover,EA50,2121614.167227597,42432283.344551936,134.08601536878413,0.0,0.0,49.498699,11.078056,52.461101532,9.68507957458
EDDP,EDDH,15,288.6331628608164,26,"{'C25A': 0.2692307692307692, 'C525': 0.23076923076923078, 'C56X': 0.19230769230769232, 'E50P': 0.11538461538461539, 'E55P': 0.07692307692307693}",Leipzig/Halle Airport,Leipzig,Hamburg Airport,Hamburg,C25A,1966089.060895238,51118315.58327619,161.53387724315277,32.869565217391305,854.6086956521739,51.423889,12.236389,53.630401611328,9.9882297515869
EDDB,EDDP,15,138.1575009832974,22,"{'PRM1': 0.22727272727272727, 'C25A': 0.18181818181818182, 'C525': 0.13636363636363635, 'C56X': 0.09090909090909091, 'C425': 0.045454545454545456}",Berlin-Schönefeld Airport,Berlin,Leipzig/Halle Airport,Leipzig,PRM1,1538581.47522664,33848792.45498608,106.96218415775601,14.400000000000002,316.80000000000007,52.380001,13.5225,51.423889,12.236389
EDDB,EDDE,15,235.56226397074386,22,"{'A320': 0.45454545454545453, 'B738': 0.13636363636363635, 'E55P': 0.09090909090909091, 'A319': 0.09090909090909091, 'GLEX': 0.045454545454545456}",Berlin-Schönefeld Airport,Berlin,Erfurt Airport,Erfurt,A320,1815498.7722735067,39940972.990017146,126.2134746484542,102.0,2244.0,52.380001,13.5225,50.97980117797852,10.958100318908691
EDDG,EDFM,15,301.62837839975936,15,"{'E55P': 0.7333333333333333, 'C525': 0.06666666666666667, 'F2TH': 0.06666666666666667, 'C56X': 0.06666666666666667, 'C425': 0.06666666666666667}",Münster Osnabrück Airport,Munster,Mannheim-City Airport,Mannheim,E55P,148743.60017426242,2231154.0026139366,7.05044664826004,86.4,1296.0,52.134601593,7.68483018875,49.473057,8.514167
EDDG,EDDN,15,377.7161457555153,29,"{'J328': 0.3448275862068966, 'LJ60': 0.27586206896551724, 'C525': 0.10344827586206896, 'C510': 0.06896551724137931, 'CL35': 0.06896551724137931}",Münster Osnabrück Airport,Munster,Nuremberg Airport,Nuernberg,J328,2218408.269644677,64333839.81969564,203.29493383023822,0.0,0.0,52.134601593,7.68483018875,49.498699,11.078056
EDDR,EDDM,15,355.68615717268443,15,"{'C55B': 0.13333333333333333, 'E55P': 0.13333333333333333, 'PC24': 0.13333333333333333, 'C25C': 0.06666666666666667, 'C510': 0.06666666666666667}",Saarbrücken Airport,Saarbruecken,Munich Airport,Munich,C55B,2156063.6351936753,32340954.52790513,102.19741630818021,27.0,405.0,49.2145996094,7.10950994492,48.353802,11.7861
EDVK,EDDB,15,303.3487697161615,17,"{'A320': 0.29411764705882354, 'GLF6': 0.17647058823529413, 'C25M': 0.11764705882352941, 'C510': 0.11764705882352941, 'A319': 0.058823529411764705}",Kassel-Calden Airport,Kassel,Berlin-Schönefeld Airport,Berlin,A320,2007809.0864480075,34132754.46961613,107.85950412398698,49.84615384615384,847.3846153846152,51.417273,9.384967,52.380001,13.5225
EDDK,EDLV,15,107.51452091012675,15,"{'B38M': 0.4, 'B738': 0.3333333333333333, 'C56X': 0.06666666666666667, 'E190': 0.06666666666666667, 'E55P': 0.06666666666666667}",Cologne Bonn Airport,Cologne,Weeze Airport,Weeze,B38M,1451323.4466510594,21769851.69976589,68.79273137126022,61.714285714285715,925.7142857142858,50.8658981323,7.1427397728,51.6024017334,6.14216995239
EDFM,EDDS,14,101.19574201161318,25,"{'E55P': 0.32, 'C510': 0.16, 'BE20': 0.16, 'C25A': 0.08, 'C525': 0.08}",Mannheim-City Airport,Mannheim,Stuttgart Airport,Stuttgart,E55P,83354.6527816391,2083866.3195409775,6.585017569749489,43.2,1080.0,49.473057,8.514167,48.6898994446,9.22196006775
EDDL,EDDW,14,239.12267725940464,21,"{'C525': 0.23809523809523808, 'C25A': 0.19047619047619047, 'E50P': 0.19047619047619047, 'C56X': 0.09523809523809523, 'C25B': 0.09523809523809523}",Düsseldorf Airport,Duesseldorf,Bremen Airport,Bremen,C525,1825607.90722761,38337766.05177981,121.1473407236242,12.705882352941176,266.8235294117647,51.289501,6.76678,53.0475006104,8.78666973114
EDLW,EDDN,14,332.3478796901249,20,"{'E55P': 0.3, 'LJ60': 0.25, 'J328': 0.2, 'A320': 0.05, 'C525': 0.05}",Dortmund Airport,Dortmund,Nuremberg Airport,Nuernberg,E55P,158149.56871006053,3162991.3742012107,9.995052742475826,44.470588235294116,889.4117647058823,51.51829910279999,7.61223983765,49.498699,11.078056
EDNY,EDDB,14,596.6387543172667,14,"{'E55P': 0.21428571428571427, 'CL35': 0.14285714285714285, 'C560': 0.07142857142857142, 'C680': 0.07142857142857142, 'E50P': 0.07142857142857142}",Friedrichshafen Airport,Friedrichshafen,Berlin-Schönefeld Airport,Berlin,E55P,232309.47878470452,3252332.702985863,10.277371341435328,40.50000000000001,567.0000000000001,47.6712989807,9.51148986816,52.380001,13.5225
EDDS,EDLP,14,328.00388695978086,16,"{'E55P': 0.25, 'C25M': 0.1875, 'C25C': 0.125, 'C25A': 0.125, 'E50P': 0.0625}",Stuttgart Airport,Stuttgart,Paderborn Lippstadt Airport,Paderborn,E55P,156829.42486381167,2509270.7978209867,7.929295721114319,36.0,576.0,48.6898994446,9.22196006775,51.6141014099,8.616319656369999
EDDW,EDXW,14,209.49681878778802,34,"{'C525': 0.38235294117647056, 'C25A': 0.2647058823529412, 'C25B': 0.14705882352941177, 'C56X': 0.058823529411764705, 'E550': 0.058823529411764705}",Bremen Airport,Bremen,Westerland Sylt Airport,Westerland,C525,1741462.92727853,59209739.52747002,187.10277690680527,6.967741935483871,236.90322580645162,53.0475006104,8.78666973114,54.9132003784,8.34047031403
EDDE,EDDS,14,283.419971748625,17,"{'CL60': 0.23529411764705882, 'C56X': 0.11764705882352941, 'A319': 0.11764705882352941, 'B738': 0.11764705882352941, 'C680': 0.11764705882352941}",Erfurt Airport,Erfurt,Stuttgart Airport,Stuttgart,CL60,1951305.4657250047,33172192.91732508,104.82412961874725,54.0,918.0,50.97980117797852,10.958100318908691,48.6898994446,9.22196006775
EDDH,EDLP,14,242.5638081379462,16,"{'E55P': 0.3125, 'F2TH': 0.1875, 'C525': 0.1875, 'C68A': 0.125, 'PC24': 0.0625}",Hamburg Airport,Hamburg,Paderborn Lippstadt Airport,Paderborn,E55P,130198.6995621318,2083179.192994109,6.582846249861385,38.57142857142857,617.1428571428571,53.630401611328,9.9882297515869,51.6141014099,8.616319656369999
EDXW,EDDV,14,286.6626003846362,19,"{'C560': 0.2631578947368421, 'C25A': 0.15789473684210525, 'C425': 0.15789473684210525, 'C56X': 0.15789473684210525, 'E55P': 0.10526315789473684}",Westerland Sylt Airport,Westerland,Hannover Airport,Hannover,C560,1960501.1596356789,37249522.033077896,117.70848962452615,33.74999999999999,641.2499999999999,54.9132003784,8.34047031403,52.461101532,9.68507957458
EDDS,EDLN,13,342.849967808231,21,"{'C25B': 0.3333333333333333, 'C25M': 0.19047619047619047, 'C525': 0.09523809523809523, 'C25C': 0.09523809523809523, 'EA50': 0.047619047619047616}",Stuttgart Airport,Stuttgart,Mönchengladbach Airport,Moenchengladbach,C25B,2119721.223039358,44514145.68382651,140.6647003608918,0.0,0.0,48.6898994446,9.22196006775,51.230278,6.504444
EDLN,EDDS,13,342.849967808231,20,"{'C25B': 0.4, 'C25C': 0.15, 'C525': 0.1, 'C25M': 0.1, 'BE20': 0.05}",Mönchengladbach Airport,Moenchengladbach,Stuttgart Airport,Stuttgart,C25B,2119721.223039358,42394424.46078716,133.96638129608743,0.0,0.0,51.230278,6.504444,48.6898994446,9.22196006775
EDDS,EDFM,13,101.19574201161319,18,"{'BE20': 0.3333333333333333, 'C25A': 0.1111111111111111, 'C525': 0.1111111111111111, 'E55P': 0.1111111111111111, 'C510': 0.05555555555555555}",Stuttgart Airport,Stuttgart,Mannheim-City Airport,Mannheim,BE20,1433321.8633173902,25799793.539713025,81.52734758549316,16.615384615384613,299.07692307692304,48.6898994446,9.22196006775,49.473057,8.514167
EDDK,EDDC,13,464.35896985408965,14,"{'F2TH': 0.14285714285714285, 'DH8D': 0.14285714285714285, 'C510': 0.14285714285714285, 'A319': 0.14285714285714285, 'A320': 0.07142857142857142}",Cologne Bonn Airport,Cologne,Dresden Airport,Dresden,F2TH,2463267.149559923,34485740.09383892,108.974938696531,36.0,504.0,50.8658981323,7.1427397728,51.1328010559082,13.767200469970703
EDDW,EDDL,13,239.12267725940467,27,"{'C525': 0.2962962962962963, 'E50P': 0.25925925925925924, 'C25A': 0.14814814814814814, 'C560': 0.07407407407407407, 'C56X': 0.07407407407407407}",Bremen Airport,Bremen,Düsseldorf Airport,Duesseldorf,C525,1825607.9072276095,49291413.495145455,155.76086664465964,9.391304347826086,253.56521739130432,53.0475006104,8.78666973114,51.289501,6.76678
EDSB,EDDK,13,241.5589416353318,13,"{'E55P': 0.15384615384615385, 'CL60': 0.15384615384615385, 'E190': 0.15384615384615385, 'PC24': 0.07692307692307693, 'C56X': 0.07692307692307693}",Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Cologne Bonn Airport,Cologne,E55P,129877.95907290965,1688413.4679478256,5.335386558715129,67.5,877.5,48.7793998718,8.08049964905,50.8658981323,7.1427397728
EDDK,EDFM,13,183.09767900522323,22,"{'C525': 0.22727272727272727, 'LJ35': 0.18181818181818182, 'C25A': 0.13636363636363635, 'C56X': 0.13636363636363635, 'C25B': 0.13636363636363635}",Cologne Bonn Airport,Cologne,Mannheim-City Airport,Mannheim,C525,1666429.3380145628,36661445.43632038,115.85016757877241,18.0,396.0,50.8658981323,7.1427397728,49.473057,8.514167
EDDF,EDLW,13,178.33665467713706,16,"{'E55P': 0.25, 'C25A': 0.25, 'PAY1': 0.125, 'PAY3': 0.0625, 'LJ60': 0.0625}",Frankfurt am Main Airport,Frankfurt,Dortmund Airport,Dortmund,E55P,109346.0004606747,1749536.0073707951,5.528533783291713,36.0,576.0,50.033333,8.570556,51.51829910279999,7.61223983765
EDDC,EDDW,13,401.25332218810547,14,"{'A319': 0.5714285714285714, 'C525': 0.21428571428571427, 'A320': 0.14285714285714285, 'C56X': 0.07142857142857142}",Dresden Airport,Dresden,Bremen Airport,Bremen,A319,2274709.80682201,31845937.29550814,100.63316185380572,84.85714285714285,1187.9999999999998,51.1328010559082,13.767200469970703,53.0475006104,8.78666973114
EDDP,EDDV,13,209.46987638757426,22,"{'C425': 0.36363636363636365, 'A320': 0.3181818181818182, 'B738': 0.09090909090909091, 'GALX': 0.045454545454545456, 'A319': 0.045454545454545456}",Leipzig/Halle Airport,Leipzig,Hannover Airport,Hannover,C425,1741386.375205724,38310500.25452593,121.06118080430194,56.8421052631579,1250.5263157894738,51.423889,12.236389,52.461101532,9.68507957458
EDDL,EDDC,13,487.7634701718005,264,"{'A319': 0.4621212121212121, 'A320': 0.3712121212121212, 'A20N': 0.07954545454545454, 'BCS3': 0.06818181818181818, 'C550': 0.003787878787878788}",Düsseldorf Airport,Duesseldorf,Dresden Airport,Dresden,A319,2497657.4748795456,659381573.3682001,2083.645771843512,100.1076923076923,26428.430769230767,51.289501,6.76678,51.1328010559082,13.767200469970703
EDSB,EDDG,12,374.12981836253937,13,"{'E55P': 0.3076923076923077, 'C525': 0.15384615384615385, 'CL60': 0.15384615384615385, 'C25A': 0.07692307692307693, 'E50P': 0.07692307692307693}",Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Münster Osnabrück Airport,Munster,E55P,170679.97435829515,2218839.666657837,7.011533346638765,43.20000000000001,561.6000000000001,48.7793998718,8.08049964905,52.134601593,7.68483018875
EDDH,EDVE,12,150.67429643814214,13,"{'C56X': 0.23076923076923078, 'PC24': 0.15384615384615385, 'C25M': 0.15384615384615385, 'CL30': 0.15384615384615385, 'GLEX': 0.07692307692307693}",Hamburg Airport,Hamburg,Braunschweig-Wolfsburg Airport,Braunschweig,C56X,142143.591788757,1847866.6932538413,5.839258750682139,32.39999999999999,421.1999999999999,53.630401611328,9.9882297515869,52.319199,10.5561
EDDE,EDDB,12,235.56226397074383,20,"{'A320': 0.55, 'C25M': 0.15, 'A319': 0.1, 'LJ45': 0.05, 'CL30': 0.05}",Erfurt Airport,Erfurt,Berlin-Schönefeld Airport,Berlin,A320,1815498.7722735065,36309975.44547013,114.73952240768563,78.0,1560.0,50.97980117797852,10.958100318908691,52.380001,13.5225
EDNY,EDDM,12,185.42915982948614,12,"{'LJ35': 0.25, 'E55P': 0.16666666666666666, 'E35L': 0.08333333333333333, 'FA7X': 0.08333333333333333, 'C68A': 0.08333333333333333}",Friedrichshafen Airport,Friedrichshafen,Munich Airport,Munich,LJ35,1673058.06803451,20076696.816414118,63.44236193986861,27.0,324.0,47.6712989807,9.51148986816,48.353802,11.7861
EDDV,EDSB,12,424.7201105380626,14,"{'LJ35': 0.2857142857142857, 'C56X': 0.21428571428571427, 'C560': 0.21428571428571427, 'A319': 0.07142857142857142, 'E55P': 0.07142857142857142}",Hannover Airport,Hannover,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,LJ35,2351312.029163612,32918368.40829057,104.0220441701982,45.0,630.0,52.461101532,9.68507957458,48.7793998718,8.08049964905
EDVE,EDDF,12,289.3939429702757,12,"{'C525': 0.08333333333333333, 'E135': 0.08333333333333333, 'B738': 0.08333333333333333, 'GL7T': 0.08333333333333333, 'F2TH': 0.08333333333333333}",Braunschweig-Wolfsburg Airport,Braunschweig,Frankfurt am Main Airport,Frankfurt,C525,1968246.3213659492,23618955.856391393,74.63590050619679,21.6,259.20000000000005,52.319199,10.5561,50.033333,8.570556
EDFM,EDDP,12,341.2709597621817,24,"{'BE20': 0.5416666666666666, 'C56X': 0.125, 'A388': 0.08333333333333333, 'F2TH': 0.041666666666666664, 'E550': 0.041666666666666664}",Mannheim-City Airport,Mannheim,Leipzig/Halle Airport,Leipzig,BE20,2115249.842075686,50765996.20981646,160.42054802302002,16.200000000000003,388.80000000000007,49.473057,8.514167,51.423889,12.236389
EDMA,EDDN,12,119.83640978331962,15,"{'PRM1': 0.6, 'BE9L': 0.26666666666666666, 'J328': 0.13333333333333333}",Augsburg Airport,Augsburg,Nuremberg Airport,Nuernberg,PRM1,1486419.0241720744,22296285.362581115,70.45626174575632,0.0,0.0,48.425278,10.931667,49.498699,11.078056
EDDP,EDFM,12,341.2709597621817,23,"{'BE20': 0.5652173913043478, 'C56X': 0.08695652173913043, 'C510': 0.08695652173913043, 'F2TH': 0.043478260869565216, 'PC24': 0.043478260869565216}",Leipzig/Halle Airport,Leipzig,Mannheim-City Airport,Mannheim,BE20,2115249.842075686,48650746.36774078,153.73635852206087,11.36842105263158,261.47368421052636,51.423889,12.236389,49.473057,8.514167
EDDN,EDDP,12,229.22933400879674,12,"{'B752': 0.25, 'B734': 0.16666666666666666, 'C425': 0.08333333333333333, 'PRM1': 0.08333333333333333, 'A321': 0.08333333333333333}",Nuremberg Airport,Nuernberg,Leipzig/Halle Airport,Leipzig,B752,1797515.3306716306,21570183.968059566,68.16178133906823,13.5,162.0,49.498699,11.078056,51.423889,12.236389
EDHL,EDDS,12,578.249715673644,44,"{'AT75': 0.6136363636363636, 'D328': 0.18181818181818182, 'C25C': 0.045454545454545456, 'B350': 0.022727272727272728, 'C25A': 0.022727272727272728}",Lübeck Blankensee Airport,Luebeck,Stuttgart Airport,Stuttgart,AT75,2784307.3828250533,122509524.84430234,387.1300985079954,0.0,0.0,53.8054008484,10.7192001343,48.6898994446,9.22196006775
EDDS,EDDE,12,283.419971748625,15,"{'CL60': 0.3333333333333333, 'C56X': 0.13333333333333333, 'C680': 0.13333333333333333, 'C25C': 0.13333333333333333, 'F2TH': 0.06666666666666667}",Stuttgart Airport,Stuttgart,Erfurt Airport,Erfurt,CL60,1951305.4657250047,29269581.98587507,92.49187907536523,18.000000000000004,270.00000000000006,48.6898994446,9.22196006775,50.97980117797852,10.958100318908691
EDLN,EDDF,11,197.3431084413254,11,"{'C25A': 0.2727272727272727, 'E55P': 0.18181818181818182, 'C525': 0.18181818181818182, 'C56X': 0.09090909090909091, 'HDJT': 0.09090909090909091}",Mönchengladbach Airport,Moenchengladbach,Frankfurt am Main Airport,Frankfurt,C25A,1706924.992807021,18776174.92087723,59.332712749972046,36.0,396.0,51.230278,6.504444,50.033333,8.570556
EDDB,EDTL,11,601.2883572481712,12,"{'BE20': 0.25, 'LJ35': 0.08333333333333333, 'C425': 0.08333333333333333, 'P180': 0.08333333333333333, 'C25C': 0.08333333333333333}",Berlin-Schönefeld Airport,Berlin,Lahr Airport,Lahr,BE20,2849136.0051470273,34189632.06176433,108.03923731517528,0.0,0.0,52.380001,13.5225,48.3693008423,7.82772016525
EDVE,EDDN,11,315.750904117128,15,"{'D328': 0.6, 'LJ60': 0.06666666666666667, 'P180': 0.06666666666666667, 'LJ45': 0.06666666666666667, 'FA7X': 0.06666666666666667}",Braunschweig-Wolfsburg Airport,Braunschweig,Nuremberg Airport,Nuernberg,D328,2042958.0935732503,30644371.403598756,96.83621363537208,0.0,0.0,52.319199,10.5561,49.498699,11.078056
EDDH,EDVK,11,249.44758348919197,12,"{'A320': 0.3333333333333333, 'C525': 0.16666666666666666, 'E55P': 0.16666666666666666, 'F2TH': 0.08333333333333333, 'C551': 0.08333333333333333}",Hamburg Airport,Hamburg,Kassel-Calden Airport,Kassel,A320,1854918.400982453,22259020.811789438,70.33850576525464,64.8,777.5999999999999,53.630401611328,9.9882297515869,51.417273,9.384967
EDDW,EDDC,11,401.25332218810547,11,"{'A319': 0.5454545454545454, 'A320': 0.18181818181818182, 'C525': 0.18181818181818182, 'E55P': 0.09090909090909091}",Bremen Airport,Bremen,Dresden Airport,Dresden,A319,2274709.80682201,25021807.875042107,79.06891288513306,88.36363636363636,972.0,53.0475006104,8.78666973114,51.1328010559082,13.767200469970703
EDFM,EDDV,11,342.21084380522046,13,"{'C425': 0.23076923076923078, 'E550': 0.23076923076923078, 'C560': 0.15384615384615385, 'PAY1': 0.07692307692307693, 'PAY3': 0.07692307692307693}",Mannheim-City Airport,Mannheim,Hannover Airport,Hannover,C425,2117911.395206049,27532848.137678638,87.00380011506451,0.0,0.0,49.473057,8.514167,52.461101532,9.68507957458
EDVE,EDDK,11,285.8078008525093,11,"{'AT75': 0.18181818181818182, 'C56X': 0.18181818181818182, 'E190': 0.09090909090909091, 'A332': 0.09090909090909091, 'P180': 0.09090909090909091}",Braunschweig-Wolfsburg Airport,Braunschweig,Cologne Bonn Airport,Cologne,AT75,1958077.1274185146,21538848.40160366,68.06276094906758,46.28571428571428,509.14285714285705,52.319199,10.5561,50.8658981323,7.1427397728
EDFM,EDDW,11,397.9112181021524,22,"{'E55P': 0.3181818181818182, 'E550': 0.2727272727272727, 'C56X': 0.13636363636363635, 'CL30': 0.13636363636363635, 'C25A': 0.09090909090909091}",Mannheim-City Airport,Mannheim,Bremen Airport,Bremen,E55P,177676.7731557653,3908889.0094268364,12.352089269788804,51.42857142857143,1131.4285714285716,49.473057,8.514167,53.0475006104,8.78666973114
